M1	Pi	M2	MWD	Pf	N
1.0	39.54030482100136	0.1799999999999999	0.3198274861976839	0.042264164419275864	59973
1.0	39.54030482100136	0.1899999999999999	0.3198274873113699	0.04226416447168197	60954
1.0	39.54030482100136	0.3	0.31856637882212646	0.06954244001084814	69906
1.0	39.54030482100136	0.3091359396681201	0.3185663785109598	0.06954244002479612	68865
1.0	39.54030482100136	0.3182718793362403	0.31856637757746054	0.06954244006664002	67870
1.0	44.80395762798901	0.1799999999999999	0.320236253986385	0.0422833995810158	61331
1.0	44.80395762798901	0.1899999999999999	0.3202362562282404	0.04228339968650956	62334
1.0	44.80395762798901	0.3	0.3189768880846057	0.06952403902474821	71489
1.0	44.80395762798901	0.3091359396681201	0.3189768874582239	0.06952403905282564	70424
1.0	44.80395762798901	0.3182718793362403	0.3189768855790842	0.06952403913705767	69406
1.0	50.76831421047697	0.1799999999999999	0.3205800890988568	0.04229957924140753	62689
1.0	50.76831421047697	0.1899999999999999	0.32058010425719113	0.04229957995470496	63714
1.0	50.76831421047697	0.3	0.31932220406358464	0.06950856031303561	73072
1.0	50.76831421047697	0.3091359396681201	0.31932219982756505	0.06950856050291424	71984
1.0	50.76831421047697	0.3182718793362403	0.31932218712130256	0.06950856107246962	70943
1.0	57.526653095565	0.1799999999999999	0.32005526233276027	0.04227488275599367	64047
1.0	57.526653095565	0.1899999999999999	0.3200552638804341	0.042274882828821705	65095
1.0	57.526653095565	0.3	0.3187951250914269	0.06953218651036344	74654
1.0	57.526653095565	0.3091359396681201	0.31879512465900256	0.06953218652974677	73543
1.0	57.526653095565	0.3182718793362403	0.3187951233617315	0.06953218658789664	72480
1.0	65.1846701597695	0.1799999999999999	0.3194605504743914	0.04224689772610486	65405
1.0	65.1846701597695	0.1899999999999999	0.31946055124153505	0.04224689776220392	66475
1.0	65.1846701597695	0.3	0.318197880734256	0.06955895785541955	76237
1.0	65.1846701597695	0.3091359396681201	0.3181978805199142	0.06955895786502737	75102
1.0	65.1846701597695	0.3182718793362403	0.3181978798768892	0.06955895789385083	74017
1.0	73.86213164147249	0.13	0.3580102777893974	0.04170890035465525	60553
1.0	73.86213164147249	0.14	0.3580102821252433	0.04170890059819822	61915
1.0	73.86213164147249	0.1499999999999999	0.3580102857940573	0.04170890080427424	63210
1.0	73.86213164147249	0.1599999999999999	0.3580102887958288	0.04170890097288271	64445
1.0	73.86213164147249	0.1699999999999999	0.35801029113054905	0.041708901104023144	65628
1.0	83.69474720437096	0.13	0.3586671406392767	0.04174579611468272	61785
1.0	83.69474720437096	0.14	0.3586672422176997	0.04174580182030776	63174
1.0	83.69474720437096	0.1499999999999999	0.3586673284451126	0.04174580666367184	64495
1.0	83.69474720437096	0.1599999999999999	0.35866739918497165	0.041745810637105356	65756
