M1	Pi	M2	MWD	Pf	N
1.0	39.54030482100136	0.1799999999999999	0.3125555174594167	0.06748987630903848	55512
1.0	39.54030482100136	0.1899999999999999	0.3125555187110056	0.06748987637149503	56420
1.0	39.54030482100136	0.3	0.3083559666358585	0.09828055487142902	64706
1.0	39.54030482100136	0.3091359396681201	0.30835596628412876	0.0982805548798233	63742
1.0	39.54030482100136	0.3182718793362403	0.30835596522894027	0.09828055490500617	62821
1.0	44.80395762798901	0.1799999999999999	0.31301490119152925	0.06751280038808184	56769
1.0	44.80395762798901	0.1899999999999999	0.31301490371098384	0.06751280051380719	57697
1.0	44.80395762798901	0.3	0.30881998911421293	0.0982694806283347	66171
1.0	44.80395762798901	0.3091359396681201	0.30881998840617714	0.0982694806452325	65186
1.0	44.80395762798901	0.3182718793362403	0.30881998628207635	0.09826948069592575	64243
1.0	50.76831421047697	0.1799999999999999	0.3134013119155751	0.06753208298204853	58026
1.0	50.76831421047697	0.1899999999999999	0.3134013289509002	0.06753208383214207	58975
1.0	50.76831421047697	0.3	0.3092103198351654	0.09826016509408227	67636
1.0	50.76831421047697	0.3091359396681201	0.3092103150469463	0.09826016520835669	66629
1.0	50.76831421047697	0.3182718793362403	0.3092103006843193	0.09826016555113151	65666
1.0	57.526653095565	0.1799999999999999	0.31281149812597075	0.06750265020724919	59283
1.0	57.526653095565	0.1899999999999999	0.3128114998652863	0.06750265029404418	60253
1.0	57.526653095565	0.3	0.3086145318388799	0.09827438401969756	69101
1.0	57.526653095565	0.3091359396681201	0.30861453135008554	0.098274384031363	68072
1.0	57.526653095565	0.3182718793362403	0.30861452988370464	0.09827438406635927	67088
1.0	65.1846701597695	0.1799999999999999	0.3121431456760451	0.06746929821125999	60540
1.0	65.1846701597695	0.1899999999999999	0.3121431465381808	0.06746929825428212	61530
1.0	65.1846701597695	0.3	0.30793943182987177	0.09829049578574657	70566
1.0	65.1846701597695	0.3091359396681201	0.30793943158758885	0.09829049579152883	69516
1.0	65.1846701597695	0.3182718793362403	0.30793943086074027	0.09829049580887562	68511
1.0	73.86213164147249	0.1	0.35049782321341044	0.06526917086610448	51807
1.0	73.86213164147249	0.11	0.3504978306428466	0.06526917131768617	53309
1.0	73.86213164147249	0.12	0.35049783729029504	0.06526917172173649	54719
1.0	83.69474720437096	0.1	0.35126749669730695	0.06531595375098179	52860
1.0	83.69474720437096	0.11	0.3512676685685609	0.06531596419779236	54394
1.0	83.69474720437096	0.12	0.35126782307309506	0.06531597358900564	55832
1.0	94.83629234537908	0.1	0.34026603140445527	0.04511668776271551	53914
1.0	94.83629234537908	0.11	0.34026603088439494	0.04511668770494917	55478
1.0	94.83629234537908	0.12	0.3402660293242165	0.04511668753165045	56945
1.0	107.46101334001642	0.1	0.33923702917760795	0.04500239008432225	54968
1.0	107.46101334001642	0.11	0.3392370289784318	0.04500239006219851	56562
1.0	107.46101334001642	0.12	0.3392370283809034	0.04500238999582732	58058
1.05	44.58705662430653	0.1781818181818181	0.3129959505193354	0.06751185471526644	49947
1.05	44.58705662430653	0.1879545454545454	0.31299595318714624	0.06751185484839503	50748
1.05	44.58705662430653	0.1977272727272727	0.31299595431515137	0.06751185490468453	51521
1.05	44.58705662430653	0.2075	0.3129959539033397	0.06751185488413437	52267
1.05	44.58705662430653	0.315	0.3088008458040344	0.09826993749773313	59190
1.05	44.58705662430653	0.3243222772417644	0.3088008428191506	0.09826993756896962	58333
1.05	50.5021116115637	0.1781818181818181	0.3134243095861243	0.067533230607401	51025
1.05	50.5021116115637	0.1879545454545454	0.3134243381884776	0.06753323203471016	51844
1.05	50.5021116115637	0.1977272727272727	0.31342435028767784	0.06753323263848214	52633
1.05	50.5021116115637	0.2075	0.3134243458701243	0.06753323241803823	53395
1.05	50.5021116115637	0.315	0.3092335486146215	0.09825961072190748	60468
1.05	50.5021116115637	0.3243222772417644	0.3092335166189181	0.09825961148550884	59593
1.05	57.20187584296509	0.1781818181818181	0.31283982735534116	0.06750406388702913	52103
1.05	57.20187584296509	0.1879545454545454	0.31283982936051463	0.06750406398709091	52939
1.05	57.20187584296509	0.1977272727272727	0.3128398302083416	0.06750406402939901	53745
1.05	57.20187584296509	0.2075	0.31283982989881737	0.0675040640139532	54523
1.05	57.20187584296509	0.315	0.3086431462185517	0.09827370111615029	61745
1.05	57.20187584296509	0.3243222772417644	0.308643143975059	0.09827370116969292	60852
1.05	64.79045124134524	0.1781818181818181	0.3121775435105318	0.06747101472541052	53181
1.05	64.79045124134524	0.1879545454545454	0.31217754448692586	0.06747101477413435	54034
1.05	64.79045124134524	0.1977272727272727	0.31217754489976385	0.0674710147947357	54857
1.05	64.79045124134524	0.2075	0.3121775447490452	0.06747101478721458	55651
1.05	64.79045124134524	0.315	0.30797417646454206	0.09828966657908415	63023
1.05	64.79045124134524	0.3243222772417644	0.30797417537210064	0.09828966660515609	62111
1.05	73.38575020828445	0.1	0.35046015643238687	0.0652668813748888	45679
1.05	73.38575020828445	0.1097727272727272	0.3504601633765423	0.06526688179697378	46966
1.05	73.38575020828445	0.1195454545454545	0.35046016960724896	0.06526688217569339	48175
1.05	83.12132776436124	0.1	0.35122946383537673	0.06531364200835525	46587
1.05	83.12132776436124	0.1097727272727272	0.3512295441083429	0.06531364688756834	47899
1.05	83.12132776436124	0.1195454545454545	0.35122961620882626	0.0653136512700353	49132
1.05	94.14845674672132	0.1	0.3403220805187996	0.04512291348650736	47494
1.05	94.14845674672132	0.1097727272727272	0.34032207997433084	0.04512291342602983	48833
1.05	94.14845674672132	0.1195454545454545	0.3403220783409276	0.04512291324459757	50089
1.05	106.63847830868892	0.1	0.3393040662933431	0.04500983631378103	48402
1.05	106.63847830868892	0.1097727272727272	0.3393040660951508	0.04500983629176658	49766
1.05	106.63847830868892	0.1195454545454545	0.33930406550057396	0.045009836225723236	51047
1.1	44.38932076608368	0.1766666666666667	0.3129786351055209	0.0675109906448016	44321
1.1	44.38932076608368	0.18625	0.3129786378690777	0.06751099078270807	45019
1.1	44.38932076608368	0.1958333333333333	0.3129786392042849	0.06751099084933733	45693
1.1	44.38932076608368	0.2054166666666667	0.31297863911113083	0.06751099084468877	46344
1.1	44.38932076608368	0.215	0.3129786375896162	0.06751099076876244	46973
1.1	44.38932076608368	0.2245833333333333	0.3129786346397544	0.067510990621559	47584
1.1	50.25952439814833	0.1766666666666667	0.3134440307264062	0.06753421472796742	45254
1.1	50.25952439814833	0.18625	0.31344408635398496	0.0675342175038842	45967
1.1	50.25952439814833	0.1958333333333333	0.3134441132759013	0.06753421884733651	46655
1.1	50.25952439814833	0.2054166666666667	0.31344411139665934	0.06753421875355894	47319
1.1	50.25952439814833	0.215	0.31344408072293867	0.0675342172228848	47962
1.1	50.25952439814833	0.2245833333333333	0.3134440213634764	0.06753421426074029	48586
1.1	56.906024898180256	0.1766666666666667	0.3128655991614633	0.06750534994676381	46187
1.1	56.906024898180256	0.18625	0.31286560140679237	0.0675053500588098	46915
1.1	56.906024898180256	0.1958333333333333	0.3128656024916173	0.06750535011294452	47617
1.1	56.906024898180256	0.2054166666666667	0.3128656024159318	0.06750535010916767	48295
1.1	56.906024898180256	0.215	0.3128656011797363	0.06750535004747928	48951
1.1	56.906024898180256	0.2245833333333333	0.3128655987830379	0.0675053499278797	49587
1.1	64.43148255958461	0.1766666666666667	0.31220884940749943	0.06747257694628697	47120
1.1	64.43148255958461	0.18625	0.31220885048206665	0.06747257699990981	47863
1.1	64.43148255958461	0.1958333333333333	0.3122088510012399	0.0674725770258175	48579
1.1	64.43148255958461	0.2054166666666667	0.3122088509650185	0.06747257702401	49271
