M1	Pi	M2	MWD	Pf	N
1.0	39.54030482100136	0.1799999999999999	0.32045946388941465	0.041338883232161845	60524
1.0	39.54030482100136	0.1899999999999999	0.3204594655573426	0.041338883330043055	61513
1.0	39.54030482100136	0.3	0.3195463503317944	0.06539882883481808	70547
1.0	39.54030482100136	0.3091359396681201	0.3195463498659132	0.06539882885589109	69497
1.0	39.54030482100136	0.3182718793362403	0.31954634846827046	0.06539882891911006	68492
1.0	44.80395762798901	0.1799999999999999	0.32107166088923844	0.04137480959275924	61894
1.0	44.80395762798901	0.1899999999999999	0.3210716642467856	0.041374809789794596	62906
1.0	44.80395762798901	0.3	0.32016096814120004	0.0653710280930624	72145
1.0	44.80395762798901	0.3091359396681201	0.32016096720337606	0.0653710281354826	71071
1.0	44.80395762798901	0.3182718793362403	0.3201609643899128	0.06537102826274276	70043
1.0	50.76831421047697	0.1799999999999999	0.32158661052594584	0.04140502905862264	63265
1.0	50.76831421047697	0.1899999999999999	0.32158663322804476	0.04140503039087973	64299
1.0	50.76831421047697	0.3	0.3206779780358635	0.06534764240793141	73742
1.0	50.76831421047697	0.3091359396681201	0.3206779716936605	0.06534764269480553	72644
1.0	50.76831421047697	0.3182718793362403	0.3206779526697409	0.06534764355530627	71594
1.0	57.526653095565	0.1799999999999999	0.3208005961174904	0.041358902342743524	64635
1.0	57.526653095565	0.1899999999999999	0.3208005984353865	0.04135890247876766	65692
1.0	57.526653095565	0.3	0.31988883110822813	0.06538333754986635	75340
1.0	57.526653095565	0.3091359396681201	0.3198888304607989	0.06538333757915123	74218
1.0	57.526653095565	0.3182718793362403	0.31988882851851413	0.06538333766700576	73145
1.0	65.1846701597695	0.1799999999999999	0.31990991728829515	0.04130663346719636	66006
1.0	65.1846701597695	0.1899999999999999	0.31990991843721894	0.04130663353462017	67085
1.0	65.1846701597695	0.3	0.3189946319949918	0.06542378447191254	76937
1.0	65.1846701597695	0.3091359396681201	0.31899463167407754	0.06542378448642831	75792
1.0	65.1846701597695	0.3182718793362403	0.31899463071133527	0.06542378452997562	74696
1.0	73.86213164147249	0.13	0.35860848470605655	0.04355708267542718	61109
1.0	73.86213164147249	0.14	0.3586084909305201	0.04355708304136836	62483
1.0	73.86213164147249	0.1499999999999999	0.3586084961974046	0.04355708335101269	63790
1.0	73.86213164147249	0.1599999999999999	0.3586085005066947	0.04355708360435929	65037
1.0	73.86213164147249	0.1699999999999999	0.3586085038583778	0.04355708380140741	66231
1.0	83.69474720437096	0.13	0.3595514653916561	0.04361252126147529	62352
1.0	83.69474720437096	0.14	0.359551611215843	0.04361252983459545	63754
1.0	83.69474720437096	0.1499999999999999	0.3595517350023914	0.04361253711210529	65087
1.0	83.69474720437096	0.1599999999999999	0.35955183655528145	0.04361254308248063	66360
1.0	83.69474720437096	0.1699999999999999	0.3595519157119626	0.043612547736165005	67578
1.0	94.83629234537908	0.13	0.34050874431776174	0.0489742520073476	63595
1.0	94.83629234537908	0.14	0.34050874635364003	0.04897425206452749	65025
1.0	94.83629234537908	0.1499999999999999	0.34050874703226724	0.04897425208358749	66385
1.0	94.83629234537908	0.1599999999999999	0.34050874635364003	0.04897425206452749	67683
1.0	94.83629234537908	0.1699999999999999	0.34050874431776174	0.0489742520073476	68925
1.0	107.46101334001642	0.13	0.33916600001182984	0.04893653955116748	64838
1.0	107.46101334001642	0.14	0.33916600079154513	0.04893653957306665	66296
1.0	107.46101334001642	0.1499999999999999	0.33916600105145034	0.048936539580366374	67682
1.0	107.46101334001642	0.1599999999999999	0.33916600079154513	0.04893653957306665	69005
1.0	107.46101334001642	0.1699999999999999	0.33916600001182984	0.04893653955116748	70272
1.05	44.58705662430653	0.1781818181818181	0.3210464063060856	0.04137332754488683	54456
1.05	44.58705662430653	0.1879545454545454	0.3210464098613395	0.041373327753524466	55330
1.05	44.58705662430653	0.1977272727272727	0.3210464113645737	0.041373327841740734	56172
1.05	44.58705662430653	0.2075	0.3210464108157735	0.04137332780953477	56985
1.05	44.58705662430653	0.315	0.3201356120002466	0.06537217501642809	64534
1.05	44.58705662430653	0.3243222772417644	0.32013560804663915	0.0653721751952599	63600
1.05	50.5021116115637	0.1781818181818181	0.32161725833501903	0.041406827604255174	55632
1.05	50.5021116115637	0.1879545454545454	0.32161729645189974	0.04140682984111814	56524
1.05	50.5021116115637	0.1977272727272727	0.3216173125758797	0.041406830787342835	57384
1.05	50.5021116115637	0.2075	0.321617306688834	0.0414068304418656	58215
