M1	Pi	M2	MWD	Pf	N
1.0	39.54030482100136	0.1799999999999999	0.3174867454217542	0.05000556779295601	58725
1.0	39.54030482100136	0.1899999999999999	0.31748674665570775	0.050005567817467275	59686
1.0	39.54030482100136	0.3	0.3155428191024235	0.0786105575548442	68451
1.0	39.54030482100136	0.3091359396681201	0.3155428187575175	0.0786105575715335	67432
1.0	39.54030482100136	0.3182718793362403	0.31554281772280035	0.07861055762160137	66457
1.0	44.80395762798901	0.1799999999999999	0.31793965625706494	0.050014564419180105	60055
1.0	44.80395762798901	0.1899999999999999	0.3179396587410194	0.05001456446852141	61037
1.0	44.80395762798901	0.3	0.31599783925418357	0.07858854005039365	70001
1.0	44.80395762798901	0.3091359396681201	0.3159978385598841	0.07858854008398938	68959
1.0	44.80395762798901	0.3182718793362403	0.3159978364769922	0.07858854018477632	67962
1.0	50.76831421047697	0.1799999999999999	0.3183206223025881	0.05002213193324343	61385
1.0	50.76831421047697	0.1899999999999999	0.3183206390978789	0.050022132266865284	62388
1.0	50.76831421047697	0.3	0.316380597314772	0.07857001916231893	71551
1.0	50.76831421047697	0.3091359396681201	0.31638059261944734	0.07857001938951619	70486
1.0	50.76831421047697	0.3182718793362403	0.3163805785354643	0.07857002007101162	69467
1.0	57.526653095565	0.1799999999999999	0.3177391192204067	0.05001058094909672	62714
1.0	57.526653095565	0.1899999999999999	0.3177391209352146	0.050010580983159685	63740
1.0	57.526653095565	0.3	0.31579636797862426	0.07859828883775861	73101
1.0	57.526653095565	0.3091359396681201	0.31579636749931284	0.07859828886095152	72012
1.0	57.526653095565	0.3182718793362403	0.3157963660613807	0.07859828893053016	70971
1.0	65.1846701597695	0.1799999999999999	0.31708018411840444	0.049997491854386525	64044
1.0	65.1846701597695	0.1899999999999999	0.31708018496839235	0.0499974918712707	65091
1.0	65.1846701597695	0.3	0.31513436533245626	0.07863032180630275	74651
1.0	65.1846701597695	0.3091359396681201	0.31513436509487375	0.07863032181779889	73539
1.0	65.1846701597695	0.3182718793362403	0.3151343643821265	0.07863032185228729	72476
1.0	73.86213164147249	0.13	0.35560715765457207	0.0468634249166626	59293
1.0	73.86213164147249	0.14	0.35560716266603654	0.046863425067688334	60626
1.0	73.86213164147249	0.1499999999999999	0.35560716690653127	0.04686342519548009	61894
1.0	73.86213164147249	0.1599999999999999	0.3556071703760438	0.04686342530003749	63104
1.0	73.86213164147249	0.1699999999999999	0.355607173074564	0.04686342538136023	64262
1.0	83.69474720437096	0.13	0.35636637396295273	0.046886304696187535	60499
1.0	83.69474720437096	0.14	0.35636649136949405	0.046886308234356765	61859
1.0	83.69474720437096	0.1499999999999999	0.35636659103300544	0.04688631123782118	63153
1.0	83.69474720437096	0.1599999999999999	0.35636667279566664	0.04688631370182471	64388
1.0	83.69474720437096	0.1699999999999999	0.3563667365266043	0.04688631562242334	65570
1.0	94.83629234537908	0.13	0.3370144371729596	0.06289382789488686	61705
1.0	94.83629234537908	0.14	0.3370144387438638	0.06289382787677755	63093
1.0	94.83629234537908	0.1499999999999999	0.3370144392674993	0.06289382787074112	64412
1.0	94.83629234537908	0.1599999999999999	0.3370144387438638	0.06289382787677755	65671
1.0	94.83629234537908	0.1699999999999999	0.3370144371729596	0.06289382789488686	66877
1.0	107.46101334001642	0.13	0.33597836218098825	0.0629057717132366	62911
1.0	107.46101334001642	0.14	0.33597836278262444	0.06290577170630096	64326
1.0	107.46101334001642	0.1499999999999999	0.33597836298316985	0.06290577170398907	65671
1.0	107.46101334001642	0.1599999999999999	0.33597836278262444	0.06290577170630096	66955
1.0	107.46101334001642	0.1699999999999999	0.33597836218098825	0.0629057717132366	68184
1.05	44.58705662430653	0.1781818181818181	0.31792097260726837	0.05001419328693814	52838
1.05	44.58705662430653	0.1879545454545454	0.31792097523748875	0.050014193339184866	53686
1.05	44.58705662430653	0.1977272727272727	0.3179209763495998	0.050014193361275855	54503
1.05	44.58705662430653	0.2075	0.3179209759435907	0.05001419335321088	55292
1.05	44.58705662430653	0.315	0.3159790673362077	0.07858944838552118	62616
1.05	44.58705662430653	0.3243222772417644	0.3159790644092325	0.07858944852715158	61710
1.05	50.5021116115637	0.1781818181818181	0.31834329592694727	0.050022582322387606	53979
1.05	50.5021116115637	0.1879545454545454	0.31834332412628225	0.05002258288253953	54844
1.05	50.5021116115637	0.1977272727272727	0.31834333605500004	0.050022583119491724	55679
1.05	50.5021116115637	0.2075	0.31834333169969153	0.050022583032977824	56485
1.05	50.5021116115637	0.315	0.3164033754413636	0.07856891697486268	63968
1.05	50.5021116115637	0.3243222772417644	0.316403344066397	0.07856891849303384	63042
1.05	57.20187584296509	0.1781818181818181	0.31776704927983407	0.05001113575212966	55119
1.05	57.20187584296509	0.1879545454545454	0.31776705125675386	0.05001113579139922	56003
1.05	57.20187584296509	0.1977272727272727	0.3177670520926346	0.05001113580800317	56855
1.05	57.20187584296509	0.2075	0.31776705178747167	0.05001113580194141	57679
1.05	57.20187584296509	0.315	0.3158244272214156	0.07859693110777534	65319
1.05	57.20187584296509	0.3243222772417644	0.3158244250214481	0.07859693121422731	64374
1.05	64.79045124134524	0.1781818181818181	0.31711409727392387	0.04999816550571147	56259
1.05	64.79045124134524	0.1879545454545454	0.31711409823656017	0.04999816552483329	57162
1.05	64.79045124134524	0.1977272727272727	0.3171140986435811	0.04999816553291836	58032
1.05	64.79045124134524	0.2075	0.3171140984949861	0.049998165529966665	58872
1.05	64.79045124134524	0.315	0.31516843589946103	0.07862867320050418	66671
1.05	64.79045124134524	0.3243222772417644	0.31516843482821366	0.07862867325233967	65706
1.05	73.38575020828445	0.1293181818181818	0.3555700227903023	0.046862305818590286	52171
1.05	73.38575020828445	0.1390909090909091	0.35557002752607164	0.04686230596130766	53316
