M1	Pi	M2	MWD	Pf	N
1.0	39.54030482100136	0.1799999999999999	0.31513264141047537	0.05901765931592684	57243
1.0	39.54030482100136	0.1899999999999999	0.315132642642102	0.05901765934219504	58179
1.0	39.54030482100136	0.3	0.3122301249062689	0.08802296652861875	66723
1.0	39.54030482100136	0.3091359396681201	0.31223012456122246	0.08802296654514824	65730
1.0	39.54030482100136	0.3182718793362403	0.31223012352608404	0.08802296659473667	64780
1.0	44.80395762798901	0.1799999999999999	0.3155846981799438	0.05902730080787322	58539
1.0	44.80395762798901	0.1899999999999999	0.31558470065921423	0.05902730086075124	59496
1.0	44.80395762798901	0.3	0.31268533031376977	0.08800115985913923	68234
1.0	44.80395762798901	0.3091359396681201	0.31268532961918766	0.08800115989241328	67218
1.0	44.80395762798901	0.3182718793362403	0.3126853275354477	0.08800115999223508	66246
1.0	50.76831421047697	0.1799999999999999	0.31596494582780205	0.0590354107508761	59835
1.0	50.76831421047697	0.1899999999999999	0.3159649625914214	0.05903541110841151	60814
1.0	50.76831421047697	0.3	0.3130682442094961	0.08798281632317585	69745
1.0	50.76831421047697	0.3091359396681201	0.31306823951225976	0.08798281654819752	68707
1.0	50.76831421047697	0.3182718793362403	0.31306822542254265	0.0879828172231671	67713
1.0	57.526653095565	0.1799999999999999	0.31538453930123583	0.05902303180816478	61131
1.0	57.526653095565	0.1899999999999999	0.31538454101281005	0.05902303184466933	62131
1.0	57.526653095565	0.3	0.3124837770117106	0.088010815294176	71256
1.0	57.526653095565	0.3091359396681201	0.31248377653220405	0.08801081531714681	70195
1.0	57.526653095565	0.3182718793362403	0.3124837750936864	0.08801081538605918	69180
1.0	65.1846701597695	0.1799999999999999	0.31472684677043966	0.05900900450525253	62428
1.0	65.1846701597695	0.1899999999999999	0.3147268476188247	0.05900900452334693	63448
1.0	65.1846701597695	0.3	0.31182150483947835	0.0880425415217809	72767
1.0	65.1846701597695	0.3091359396681201	0.31182150460179914	0.08804254153316694	71683
1.0	65.1846701597695	0.3182718793362403	0.31182150388876173	0.08804254156732509	70647
1.0	73.86213164147249	0.1	0.3531512061822446	0.05620125379103832	53422
