M1	Pi	M2	MWD	Pf	N
1.15	72.5569117903113	0.2274000000000001	0.3411961283217795	0.06281621534905334	2388
1.15	72.5569117903113	0.2372000000000001	0.3411961298714607	0.06281621532509248	2418
1.15	82.12421174908303	0.2274000000000001	0.3424304981704349	0.06279712976890442	2433
1.15	82.12421174908303	0.2372000000000001	0.34243050275895737	0.0627971296979576	2464
1.15	92.95304870333275	0.2274000000000001	0.34229154275129836	0.06279927826985164	2478
1.15	92.95304870333275	0.2372000000000001	0.34229154651007804	0.06279927821173414	2509
1.15	105.20976797491912	0.2274000000000001	0.34071009443334366	0.06282373030799611	2524
1.15	105.20976797491912	0.2372000000000001	0.34071009566249916	0.06282373028899114	2555
1.2000000000000002	118.34336712420816	0.2251851851851852	0.3925230799090247	0.039775878001604655	2302
1.2000000000000002	118.34336712420816	0.2348148148148149	0.3925230792373281	0.03977587872176785	2330
1.2000000000000002	118.34336712420816	0.2444444444444445	0.39252307888904087	0.039775879095185894	2357
1.2000000000000002	118.34336712420816	0.2540740740740741	0.3925230788641632	0.039775879121858614	2384
1.2000000000000002	133.90633321208531	0.2251851851851852	0.39118478090704306	0.0412107426178926	2341
1.2000000000000002	133.90633321208531	0.2348148148148149	0.39118477908589927	0.04121074457044191	2370
1.2000000000000002	133.90633321208531	0.2444444444444445	0.39118477814160085	0.04121074558287668	2398
1.2000000000000002	133.90633321208531	0.2540740740740741	0.3911847780741509	0.04121074565519349	2425
1.2000000000000002	151.51593629651003	0.2251851851851852	0.3911351026228128	0.04126400546284309	2381
1.2000000000000002	151.51593629651003	0.2348148148148149	0.3911351006781378	0.04126400754783706	2411
1.2000000000000002	151.51593629651003	0.2444444444444445	0.39113509966978577	0.041264008628947225	2439
1.2000000000000002	151.51593629651003	0.2540740740740741	0.39113509959776055	0.04126400870616943	2467
1.2000000000000002	171.4413232079764	0.2251851851851852	0.39284854028905064	0.03942693386982889	2421
1.2000000000000002	171.4413232079764	0.2348148148148149	0.39284853970673556	0.03942693449416121	2451
1.2000000000000002	171.4413232079764	0.2444444444444445	0.3928485394047943	0.039426934817889135	2480
1.2000000000000002	171.4413232079764	0.2540740740740741	0.3928485393832271	0.03942693484101256	2508
1.2500000000000002	117.6692725248898	0.2276785714285714	0.3925810349659786	0.03971374116937582	2080
1.2500000000000002	117.6692725248898	0.2375	0.39258103438546327	0.03971374179177852	2106
1.2500000000000002	117.6692725248898	0.2473214285714285	0.39258103413241807	0.039713742063082313	2131
1.2500000000000002	117.6692725248898	0.2571428571428571	0.39258103420684315	0.039713741983287074	2155
1.2500000000000002	117.6692725248898	0.2669642857142856	0.39258103460873844	0.03971374155239285	2179
1.2500000000000002	133.10556766006692	0.2276785714285714	0.391253605238282	0.0411369522336151	2115
1.2500000000000002	133.10556766006692	0.2375	0.3912536037521234	0.0411369538270082	2142
1.2500000000000002	133.10556766006692	0.2473214285714285	0.3912536031043099	0.04113695452156504	2167
1.2500000000000002	133.10556766006692	0.2571428571428571	0.3912536032948433	0.04113695431728356	2191
1.2500000000000002	133.10556766006692	0.2669642857142856	0.3912536043237232	0.04113695321416437	2215
1.2500000000000002	150.56685370737782	0.2276785714285714	0.39105345010649456	0.04135154965612308	2151
1.2500000000000002	150.56685370737782	0.2375	0.39105344816321064	0.04135155173962558	2177
1.2500000000000002	150.56685370737782	0.2473214285714285	0.3910534473161364	0.041351552647820936	2203
1.2500000000000002	150.56685370737782	0.2571428571428571	0.391053447565276	0.04135155238070453	2228
1.2500000000000002	150.56685370737782	0.2669642857142856	0.3910534489106282	0.041351550938277734	2252
1.2500000000000002	170.31877654611628	0.2276785714285714	0.3927519960341306	0.03953044432234026	2186
1.2500000000000002	170.31877654611628	0.2375	0.3927519954958605	0.039530444899449485	2213
1.2500000000000002	170.31877654611628	0.2473214285714285	0.39275199526122995	0.03953044515100996	2239
1.2500000000000002	170.31877654611628	0.2571428571428571	0.3927519953302389	0.03953044507702158	2265
